,cafe,street,user,time,stars,reviews,sentiment,language,tokenized,cleaned_text
1937,White Rabbit Caffe,Bay St,Sabrina A,a year ago,5,"This is the best coffee shop in the area! Every drink I've tried has been amazing (the pistachio latte is definitely my fave), and the owners are always so pleasant and sweet. I try not to go out for my coffee too often, but when I need a treat, White Rabbit is the place to go!",pos,en,"['good', 'coffee', 'shop', 'area', 'drink', 'try', 'amazing', 'pistachio', 'latte', 'definitely', 'fave', 'owner', 'pleasant', 'sweet', 'try', 'coffee', 'need', 'treat', 'white', 'rabbit', 'place']",good coffee shop area drink try amazing pistachio latte definitely fave owner pleasant sweet try coffee need treat white rabbit place
1938,White Rabbit Caffe,Bay St,Eszter Markó,a year ago,5,"Had a great experience in White Rabbit Caffe. Currently they’re offering Brazilian beans for espresso, roasted by Hatch. The barista is friendly, communicative and professional; he took his time to provide an exceptional shot while he was maintaining a conversation with me. I’m confident that I’ll visit this coffee shop more often. #supportlocal",pos,en,"['great', 'experience', 'white', 'rabbit', 'caffe', 'currently', 'offer', 'brazilian', 'bean', 'espresso', 'roast', 'hatch', 'barista', 'friendly', 'communicative', 'professional', 'take', 'time', 'provide', 'exceptional', 'shot', 'maintain', 'conversation', 'confident', 'visit', 'coffee', 'shop', 'supportlocal']",great experience white rabbit caffe currently offer brazilian bean espresso roast hatch barista friendly communicative professional take time provide exceptional shot maintain conversation confident visit coffee shop supportlocal
1939,White Rabbit Caffe,Bay St,Vincent Tse,a year ago,5,I’m no coffee expert but this place deserves all the praise it gets. I highly recommend the pistachio latte and the mocha latte. Has a higher price tag but worth it as this is the best latte I’ve had in a long time.,pos,en,"['coffee', 'expert', 'place', 'deserve', 'praise', 'get', 'highly', 'recommend', 'pistachio', 'latte', 'mocha', 'latte', 'high', 'price', 'tag', 'worth', 'good', 'latte', 'long', 'time']",coffee expert place deserve praise get highly recommend pistachio latte mocha latte high price tag worth good latte long time
1940,White Rabbit Caffe,Bay St,Katie Rook,a year ago,5,This place is great. Best latte I've had in ages and the service was lovely!,pos,en,"['place', 'great', 'good', 'latte', 'ages', 'service', 'lovely']",place great good latte ages service lovely
1941,White Rabbit Caffe,Bay St,Stephanie Schreiber,a year ago,5,Delicious lattes and very friendly barista. We will definitely be back!,pos,en,"['delicious', 'latte', 'friendly', 'barista', 'definitely']",delicious latte friendly barista definitely
1942,White Rabbit Caffe,Bay St,Eduardo Guzman-Diaz,a year ago,5,"This place is cute. The drinks here are good too.
Friendly barista.  Will be coming here a lot more.
The specialty drinks are great too. Worth the trip.
The inside is small but good take out. The pastries are good too. Not sure is fresh baked but it has nice and tender.
Supporting local business.",pos,en,"['place', 'cute', 'drink', 'good', 'friendly', 'barista', 'come', 'lot', 'specialty', 'drink', 'great', 'worth', 'trip', 'inside', 'small', 'good', 'pastry', 'good', 'sure', 'fresh', 'baked', 'nice', 'tender', 'support', 'local', 'business']",place cute drink good friendly barista come lot specialty drink great worth trip inside small good pastry good sure fresh baked nice tender support local business
1943,White Rabbit Caffe,Bay St,Wesley Gardner,a year ago,5,"Friendly, personable and knowledgable staff in a clean and warm space. Latte was a tasty treat.",pos,en,"['friendly', 'personable', 'knowledgable', 'staff', 'clean', 'warm', 'space', 'latte', 'tasty', 'treat']",friendly personable knowledgable staff clean warm space latte tasty treat
1944,White Rabbit Caffe,Bay St,Ryan Woloschuk,2 years ago,5,Great selection of coffee beans. Often have new and unusual specialty coffees. My new personal favorite is the cinnamon roll latte.,pos,en,"['great', 'selection', 'coffee', 'bean', 'new', 'unusual', 'specialty', 'coffee', 'new', 'personal', 'favorite', 'cinnamon', 'roll', 'latte']",great selection coffee bean new unusual specialty coffee new personal favorite cinnamon roll latte
1945,White Rabbit Caffe,Bay St,Patrick Edge,2 years ago,5,Limited experience given the current times but they made honestly the best latte I have had in memory.  Friendly staff and a lovely setting.  I look forward to visiting again when I can spend more time there.,pos,en,"['limited', 'experience', 'give', 'current', 'time', 'honestly', 'good', 'latte', 'memory', 'friendly', 'staff', 'lovely', 'setting', 'look', 'forward', 'visit', 'spend', 'time']",limited experience give current time honestly good latte memory friendly staff lovely setting look forward visit spend time
1946,White Rabbit Caffe,Bay St,Chosen 1s,2 years ago,5,TOP NOTCH PASTRIES SATISFACTION GUARANTEED...,pos,de,"['notch', 'pastry', 'satisfaction', 'guarantee']",notch pastry satisfaction guarantee
1947,White Rabbit Caffe,Bay St,C,2 years ago,3,"Looks like people love this cafe, but most people comment about the flavoured lattes. When it’s regular latte it’s super sour to me? Is it just me? Flavoured lattes drinkers won’t be able to tell as the syrup masks the sourness. But it’s seriously so sour.",neu,en,"['look', 'like', 'people', 'love', 'cafe', 'people', 'comment', 'flavour', 'latte', 'regular', 'latte', 'super', 'sour', 'flavour', 'latte', 'drinker', 'able', 'tell', 'syrup', 'mask', 'sourness', 'seriously', 'sour']",look like people love cafe people comment flavour latte regular latte super sour flavour latte drinker able tell syrup mask sourness seriously sour
1948,White Rabbit Caffe,Bay St,Lorraine Lomongo,2 years ago,5,Delicious coffee,pos,en,"['delicious', 'coffee']",delicious coffee
1949,White Rabbit Caffe,Bay St,Crystal M,2 years ago,5,Such a nice shop. The best lattes. Go support this great independent ❣️,pos,en,"['nice', 'shop', 'good', 'latte', 'support', 'great', 'independent']",nice shop good latte support great independent
1950,White Rabbit Caffe,Bay St,em ily,2 years ago,1,"The owner of this cafe can be very nice. I have been pre-COVID and he is very keen to engage every one of his customers. That being said, post-COVID I have been semi-terrified by his utter lack of respect for the guidelines. The last five times I have passed by or gone into the store to get something the man has his mask either not covering his nostrils or not covering his mouth at all! I have seen other reviewers mention this behavior and also seen the owner reply with an excuse like ""you came in when the cafe was empty"" but he definitely still does this when plenty of people are in the store. I definitely go less than I did before COVID because of this behaviour. There are plenty of other cafes that are rule-abiding and that have products that are just as good.",neg,en,"['owner', 'cafe', 'nice', 'pre', 'covid', 'keen', 'engage', 'customer', 'say', 'post', 'covid', 'semi', 'terrify', 'utter', 'lack', 'respect', 'guideline', 'time', 'pass', 'go', 'store', 'man', 'mask', 'cover', 'nostril', 'cover', 'mouth', 'see', 'reviewer', 'mention', 'behavior', 'see', 'owner', 'reply', 'excuse', 'like', 'come', 'cafe', 'definitely', 'plenty', 'people', 'store', 'definitely', 'covid', 'behaviour', 'plenty', 'cafe', 'rule', 'abide', 'product', 'good']",owner cafe nice pre covid keen engage customer say post covid semi terrify utter lack respect guideline time pass go store man mask cover nostril cover mouth see reviewer mention behavior see owner reply excuse like come cafe definitely plenty people store definitely covid behaviour plenty cafe rule abide product good
1951,White Rabbit Caffe,Bay St,Ankit Kumar,2 years ago,5,Best Cappuccino in town!!,pos,en,"['good', 'cappuccino', 'town']",good cappuccino town
1952,White Rabbit Caffe,Bay St,Yuki Dawn,2 years ago,5,"Love it 😍 love it 😍 loooooove it , as someone who’s caffeine addict, this  place is the best …",pos,en,"['love', 'love', 'loooooove', 'caffeine', 'addict', 'place', 'well']",love love loooooove caffeine addict place well
1953,White Rabbit Caffe,Bay St,Ahava Trivedi,2 years ago,5,The drinks are made freshly and the croissants are yummy. And the owner is genuine and cares about the coffee and customers! A beautiful business to support :-),pos,en,"['drink', 'freshly', 'croissant', 'yummy', 'owner', 'genuine', 'care', 'coffee', 'customer', 'beautiful', 'business', 'support']",drink freshly croissant yummy owner genuine care coffee customer beautiful business support
1954,White Rabbit Caffe,Bay St,Shane Anne Sabarillo,2 years ago,5,The blueberry earl gray croissant is to die for! Def recommend,pos,en,"['blueberry', 'earl', 'gray', 'croissant', 'die', 'def', 'recommend']",blueberry earl gray croissant die def recommend
1955,White Rabbit Caffe,Bay St,John Q,2 years ago,3,"Staff is 5 🌟 but they use a horrible machine to pull their shots. Just makes the espresso mediocre, if they had a better machine they'd be 4-5 🌟 …",neu,en,"['staff', 'use', 'horrible', 'machine', 'pull', 'shot', 'make', 'espresso', 'mediocre', 'well', 'machine']",staff use horrible machine pull shot make espresso mediocre well machine
1956,White Rabbit Caffe,Bay St,Chap,2 years ago,5,"This is such a cute little coffee shop with fresh and delicious treats. Their pistachio, pumpkin spice lattes and pastries are so so good! Love the ambiance. Their customer service is 10/10.",pos,en,"['cute', 'little', 'coffee', 'shop', 'fresh', 'delicious', 'treat', 'pistachio', 'pumpkin', 'spice', 'latte', 'pastry', 'good', 'love', 'ambiance', 'customer', 'service']",cute little coffee shop fresh delicious treat pistachio pumpkin spice latte pastry good love ambiance customer service
1957,White Rabbit Caffe,Bay St,m usman,2 years ago,5,White Rabbit Caffe is a nice café to visit I visited White Rabbit Caffe on Tuesday I loved the food Ambiance is great as well Greeat Service,pos,en,"['white', 'rabbit', 'caffe', 'nice', 'cafe', 'visit', 'visit', 'white', 'rabbit', 'caffe', 'tuesday', 'love', 'food', 'ambiance', 'great', 'greeat', 'service']",white rabbit caffe nice cafe visit visit white rabbit caffe tuesday love food ambiance great greeat service
1958,White Rabbit Caffe,Bay St,Angelica Ismailos,2 years ago,5,Amazing lavender latte. The barista takes a lot of pride in their coffee and it shows.,pos,en,"['amazing', 'lavender', 'latte', 'barista', 'take', 'lot', 'pride', 'coffee', 'show']",amazing lavender latte barista take lot pride coffee show
1959,White Rabbit Caffe,Bay St,Isaac Martin,2 years ago,5,"Amazing local coffee shop. The owner is very particular about his coffee and this shows! Best coffee I have had in Toronto. The pastries are great, too.",pos,en,"['amazing', 'local', 'coffee', 'shop', 'owner', 'particular', 'coffee', 'show', 'good', 'coffee', 'toronto', 'pastry', 'great']",amazing local coffee shop owner particular coffee show good coffee toronto pastry great
1960,White Rabbit Caffe,Bay St,Annie M,2 years ago,5,Amazing blueberry-earl grey croissant! Unexpected flavour and perfect shattering texture. Will be back!!,pos,en,"['amazing', 'blueberry', 'earl', 'grey', 'croissant', 'unexpected', 'flavour', 'perfect', 'shattering', 'texture']",amazing blueberry earl grey croissant unexpected flavour perfect shattering texture
1961,White Rabbit Caffe,Bay St,Emile Maamary,2 years ago,5,"Great selection of coffee and desserts. Not to mention, a super solid owner 👌 …",pos,en,"['great', 'selection', 'coffee', 'dessert', 'mention', 'super', 'solid', 'owner']",great selection coffee dessert mention super solid owner
1962,White Rabbit Caffe,Bay St,Louisa Yue-Chan,2 years ago,4,"I recommend their mocha coffee and pistachio latte. Helpful and friendly staff. Few small tables on sidewalk - great for people watching! Nice decor although we couldn't stay inside, for now.",pos,en,"['recommend', 'mocha', 'coffee', 'pistachio', 'latte', 'helpful', 'friendly', 'staff', 'small', 'table', 'sidewalk', 'great', 'people', 'watch', 'nice', 'decor', 'stay', 'inside']",recommend mocha coffee pistachio latte helpful friendly staff small table sidewalk great people watch nice decor stay inside
1963,White Rabbit Caffe,Bay St,Kasthury Mathi,2 years ago,5,"I love everything about this place from service, latte and atmosphere",pos,en,"['love', 'place', 'service', 'latte', 'atmosphere']",love place service latte atmosphere
1964,White Rabbit Caffe,Bay St,William Khalil,2 years ago,5,"2020.10.05. Our visit to White Rabbit is becoming a ritual. A great one. All the family loves their coffee ... Hot Americano and Iced Americano. Thank you @snapturethis for the initial recommendation to visit White Rabbit and for the special coffee display of lovely coffee prints by @snapturethis (you should visit the place, try their coffee, and see the prints). We support local businesses. We love coffee.

2020.08.24. Our second coffee of the day was a visit to a favorite coffee place ""White Rabbit Cafe Toronto"". Our family is specialized in coffee tasting. We visit and drink a lot of coffee at many places. This place is a top scorer. Try their coffee you will not regret it. We sat outside and it was very pleasant.  Bravo WRCT.",pos,en,"['visit', 'white', 'rabbit', 'ritual', 'great', 'family', 'love', 'coffee', 'hot', 'americano', 'iced', 'americano', 'thank', 'snapturethis', 'initial', 'recommendation', 'visit', 'white', 'rabbit', 'special', 'coffee', 'display', 'lovely', 'coffee', 'print', 'snapturethis', 'visit', 'place', 'try', 'coffee', 'print', 'support', 'local', 'business', 'love', 'coffee', 'second', 'coffee', 'day', 'visit', 'favorite', 'coffee', 'place', 'white', 'rabbit', 'cafe', 'toronto', 'family', 'specialized', 'coffee', 'tasting', 'visit', 'drink', 'lot', 'coffee', 'place', 'place', 'scorer', 'try', 'coffee', 'regret', 'sit', 'outside', 'pleasant', 'bravo', 'wrct']",visit white rabbit ritual great family love coffee hot americano iced americano thank snapturethis initial recommendation visit white rabbit special coffee display lovely coffee print snapturethis visit place try coffee print support local business love coffee second coffee day visit favorite coffee place white rabbit cafe toronto family specialized coffee tasting visit drink lot coffee place place scorer try coffee regret sit outside pleasant bravo wrct
1965,White Rabbit Caffe,Bay St,Marcela Romero,2 years ago,5,"Excellent espresso and cookies!
The owner is lovely",pos,en,"['excellent', 'espresso', 'cookies', 'owner', 'lovely']",excellent espresso cookies owner lovely
1966,White Rabbit Caffe,Bay St,Karishma Rane,2 years ago,5,"My go to place for coffee, great staff",pos,en,"['place', 'coffee', 'great', 'staff']",place coffee great staff
1967,White Rabbit Caffe,Bay St,Heather Davison,2 years ago,5,"LAVENDER latte. DELICIOUS!  Enjoyed w/ a pistachio croissant.  I don't even like pistachios (their yummy edibles sell out fast) and I was late in the day.  Wow loved it!  Who knew.  This place is cozy, super cute, delicious.  Great to sit, work, chat, inside or out.  5 stars for White Rabbit.   I'm a regular now. : ))",pos,en,"['lavender', 'latte', 'delicious', 'enjoy', 'pistachio', 'croissant', 'like', 'pistachio', 'yummy', 'edible', 'sell', 'fast', 'late', 'day', 'wow', 'loved', 'know', 'place', 'cozy', 'super', 'cute', 'delicious', 'great', 'sit', 'work', 'chat', 'inside', 'star', 'white', 'rabbit', 'regular']",lavender latte delicious enjoy pistachio croissant like pistachio yummy edible sell fast late day wow loved know place cozy super cute delicious great sit work chat inside star white rabbit regular
1968,White Rabbit Caffe,Bay St,Toby Whitfield,2 years ago,3,"Great coffee, but yikes for COVID risk. This place is tiny, and shouldn't have tables, as those using them are unmasked. The server had his mask pulled down over his chin, with mouth and nose totally exposed, and no other physical barrier. Unfortunately it is good coffee, because I'm not going back to expose myself needlessly.",neu,en,"['great', 'coffee', 'yike', 'covid', 'risk', 'place', 'tiny', 'table', 'unmasked', 'server', 'mask', 'pull', 'chin', 'mouth', 'nose', 'totally', 'expose', 'physical', 'barrier', 'unfortunately', 'good', 'coffee', 'go', 'expose', 'needlessly']",great coffee yike covid risk place tiny table unmasked server mask pull chin mouth nose totally expose physical barrier unfortunately good coffee go expose needlessly
1969,White Rabbit Caffe,Bay St,Janette Nicholson,2 years ago,5,Such a lovely little spot with unique blends.  Try the psatacio latte....you will not be disappointed.,pos,en,"['lovely', 'little', 'spot', 'unique', 'blend', 'try', 'psatacio', 'latte', 'disappoint']",lovely little spot unique blend try psatacio latte disappoint
1970,White Rabbit Caffe,Bay St,Emily L.,2 years ago,5,"I visited this place after my friends recommended to me. I tried their pistachio latte and it was by far, the best one I've ever tried. Also loved the atmosphere and the interior design. I felt warm and was welcomed by friendly staff. All of these factors led me to visiting the place 3 times out of the 6 days I was in Toronto!",pos,en,"['visit', 'place', 'friend', 'recommend', 'tried', 'pistachio', 'latte', 'far', 'well', 'try', 'loved', 'atmosphere', 'interior', 'design', 'feel', 'warm', 'welcome', 'friendly', 'staff', 'factor', 'lead', 'visit', 'place', 'times', 'day', 'toronto']",visit place friend recommend tried pistachio latte far well try loved atmosphere interior design feel warm welcome friendly staff factor lead visit place times day toronto
1971,White Rabbit Caffe,Bay St,Liron Bar,2 years ago,5,"We had brunch with the blubbery lemonade and latte and it was delicious well done guys, perfect service.",pos,en,"['brunch', 'blubbery', 'lemonade', 'latte', 'delicious', 'guy', 'perfect', 'service']",brunch blubbery lemonade latte delicious guy perfect service
1972,White Rabbit Caffe,Bay St,Ethan Horbay,2 years ago,5,"Exquisite food at easy price.
The most beautiful place -- gotta feel the love here!",pos,en,"['exquisite', 'food', 'easy', 'price', 'beautiful', 'place', 'get', 'to', 'feel', 'love']",exquisite food easy price beautiful place get to feel love
1973,White Rabbit Caffe,Bay St,M K,2 years ago,5,"Cute cafe opened on Bay St (north of Gerrard). The interior is beautiful. I have spoken to the owner a number of times and he put so much effort and thought into the design of this place. The pastries look amazing, I have tried the butter croissant. The espresso is great. I could sit here for hours! There is wifi. They are no plastic! They have oatmilk for your drinks for free. The bathroom is super cute too and so clean. A must go in the area!

Update: Owner has added a patio, which is excellent especially during COVID. Wifi reaches table outside (close to window) which is great!",pos,en,"['cute', 'cafe', 'open', 'bay', 'st', 'north', 'gerrard', 'interior', 'beautiful', 'speak', 'owner', 'number', 'times', 'effort', 'think', 'design', 'place', 'pastry', 'look', 'amazing', 'try', 'butter', 'croissant', 'espresso', 'great', 'sit', 'hour', 'wifi', 'plastic', 'oatmilk', 'drink', 'free', 'bathroom', 'super', 'cute', 'clean', 'area', 'update', 'owner', 'add', 'patio', 'excellent', 'especially', 'covid', 'wifi', 'reach', 'table', 'outside', 'close', 'window', 'great']",cute cafe open bay st north gerrard interior beautiful speak owner number times effort think design place pastry look amazing try butter croissant espresso great sit hour wifi plastic oatmilk drink free bathroom super cute clean area update owner add patio excellent especially covid wifi reach table outside close window great
1974,White Rabbit Caffe,Bay St,Mohamad Ali Fakih,2 years ago,5,"one of the best coffee shops in the city , few shops around toronto that serves this grade of coffee beans or get this creative with their drinks. whether you try their coffee , pastries , veggie bowls or chicken sandwiches you wont be disappointed , top that with great and friendly service, I definitely recommend visiting this place + its clean and cozy",pos,en,"['good', 'coffee', 'shop', 'city', 'shop', 'toronto', 'serve', 'grade', 'coffee', 'bean', 'creative', 'drink', 'try', 'coffee', 'pastry', 'veggie', 'bowls', 'chicken', 'sandwich', 'will', 'not', 'disappointed', 'great', 'friendly', 'service', 'definitely', 'recommend', 'visit', 'place', 'clean', 'cozy']",good coffee shop city shop toronto serve grade coffee bean creative drink try coffee pastry veggie bowls chicken sandwich will not disappointed great friendly service definitely recommend visit place clean cozy
1975,White Rabbit Caffe,Bay St,Rene Quevedo,2 years ago,5,Cute little coffee shop. I had a pistachio latte which was incredible!,pos,en,"['cute', 'little', 'coffee', 'shop', 'pistachio', 'latte', 'incredible']",cute little coffee shop pistachio latte incredible
1976,White Rabbit Caffe,Bay St,Shamim Forouzan Boroujeni,2 years ago,5,"(Translated by Google) A good coffee with finesse. Attentive service at a good price.

(Original)
Un bon café avec de la finesse. Un service attentionné à bon prix.",pos,en,"['translate', 'google', 'good', 'coffee', 'finesse', 'attentive', 'service', 'good', 'price', 'original', 'un', 'bon', 'cafe', 'avec', 'de', 'la', 'finesse', 'un', 'service', 'attentionne', 'bon', 'prix']",translate google good coffee finesse attentive service good price original un bon cafe avec de la finesse un service attentionne bon prix
1977,White Rabbit Caffe,Bay St,Dmitry Romanenko,2 years ago,5,"Decent coffee, friendly atmosphere, amazing Barista. Coffee beans are having very rich taste that remind me of Black Canary beans. Thumbs up!

I have concerns about quite small space inside. There's probably no point to fit so many tables and chairs inside if you can't let people sit so close in current pandemic realities. This space instead could be reliably used for waiting area.",pos,en,"['decent', 'coffee', 'friendly', 'atmosphere', 'amazing', 'barista', 'coffee', 'bean', 'rich', 'taste', 'remind', 'black', 'canary', 'bean', 'thumb', 'concern', 'small', 'space', 'inside', 'probably', 'point', 'fit', 'table', 'chair', 'inside', 'let', 'people', 'sit', 'close', 'current', 'pandemic', 'reality', 'space', 'instead', 'reliably', 'wait', 'area']",decent coffee friendly atmosphere amazing barista coffee bean rich taste remind black canary bean thumb concern small space inside probably point fit table chair inside let people sit close current pandemic reality space instead reliably wait area
1978,White Rabbit Caffe,Bay St,Chaitanya “Chai” Narula,2 years ago,5,"This is my favorite place in the area. First and foremost, the coffee is absolutely amazing and to top it off, the owner sources some top quality baked goodies. The mugs are unprinted, stamped and compostable. He uses organic, really good quality milk and is just a great person to have a quick conversation while the fresh brew is prepared.",pos,en,"['favorite', 'place', 'area', 'foremost', 'coffee', 'absolutely', 'amazing', 'owner', 'source', 'quality', 'baked', 'goody', 'mug', 'unprinted', 'stamp', 'compostable', 'use', 'organic', 'good', 'quality', 'milk', 'great', 'person', 'quick', 'conversation', 'fresh', 'brew', 'prepare']",favorite place area foremost coffee absolutely amazing owner source quality baked goody mug unprinted stamp compostable use organic good quality milk great person quick conversation fresh brew prepare
1979,White Rabbit Caffe,Bay St,Chan A.,2 years ago,5,One of the best coffee in town!,pos,en,"['good', 'coffee', 'town']",good coffee town
1980,White Rabbit Caffe,Bay St,Daisy Xu,2 years ago,4,Small cafe,pos,it,"['small', 'cafe']",small cafe
1981,White Rabbit Caffe,Bay St,Mohamed Khamis,2 years ago,5,Very nice coffee with plenty of options. Ibrahim was excellent in the way he presented their options and recommended great flavors for us. Highly recommend trying their pistachio coffee!,pos,en,"['nice', 'coffee', 'plenty', 'option', 'ibrahim', 'excellent', 'way', 'present', 'option', 'recommend', 'great', 'flavor', 'highly', 'recommend', 'try', 'pistachio', 'coffee']",nice coffee plenty option ibrahim excellent way present option recommend great flavor highly recommend try pistachio coffee
1982,White Rabbit Caffe,Bay St,Charlotte hung,2 years ago,5,Amazing coffee and baked goodies. The owner is extremely nice and knows his coffee for sure! It's been my go-to spot since quarantine:),pos,en,"['amazing', 'coffee', 'bake', 'goody', 'owner', 'extremely', 'nice', 'know', 'coffee', 'sure', 'spot', 'quarantine']",amazing coffee bake goody owner extremely nice know coffee sure spot quarantine
1983,White Rabbit Caffe,Bay St,Ilias Ettayebi,2 years ago,5,Great coffee and great service. The iced pistachio latte was really good! Highly recommend checking this place out.,pos,en,"['great', 'coffee', 'great', 'service', 'ice', 'pistachio', 'latte', 'good', 'highly', 'recommend', 'check', 'place']",great coffee great service ice pistachio latte good highly recommend check place
1984,White Rabbit Caffe,Bay St,Sarah Manori,2 years ago,5,"Great coffee, delicious pastries and friendly owner! Loved it",pos,en,"['great', 'coffee', 'delicious', 'pastry', 'friendly', 'owner', 'love']",great coffee delicious pastry friendly owner love
1985,White Rabbit Caffe,Bay St,Matt Collins,2 years ago,5,"Great new local spot for delicious coffee, beans and cookies. Highly recommended for anyone living and working near college park!",pos,en,"['great', 'new', 'local', 'spot', 'delicious', 'coffee', 'bean', 'cookie', 'highly', 'recommend', 'living', 'work', 'near', 'college', 'park']",great new local spot delicious coffee bean cookie highly recommend living work near college park
1986,White Rabbit Caffe,Bay St,Phoenix Kiula,2 years ago,4,Excellent coffee. Great to have this as an option to Hailed in the neighborhood. The coffee bean could be fuller bodied. It seems Canadians like their coffee mild. I miss the coffee from Sydney. The barista seems to be the owner too and he’s a master of the making art: each cup is meticulously made. The blueberry croissant is gorgeous. If the coffee itself was a bit stronger this would be a 5 star in my book.,pos,en,"['excellent', 'coffee', 'great', 'option', 'hail', 'neighborhood', 'coffee', 'bean', 'fuller', 'bodied', 'canadian', 'like', 'coffee', 'mild', 'miss', 'coffee', 'sydney', 'barista', 'owner', 'master', 'make', 'art', 'cup', 'meticulously', 'blueberry', 'croissant', 'gorgeous', 'coffee', 'bit', 'strong', 'star', 'book']",excellent coffee great option hail neighborhood coffee bean fuller bodied canadian like coffee mild miss coffee sydney barista owner master make art cup meticulously blueberry croissant gorgeous coffee bit strong star book
1987,White Rabbit Caffe,Bay St,Elizabeth Selezneva,2 years ago,5,"Awesome place !!! Serve cool , unusual drinks ! The owner is cute too !",pos,en,"['awesome', 'place', 'serve', 'cool', 'unusual', 'drink', 'owner', 'cute']",awesome place serve cool unusual drink owner cute
1988,White Rabbit Caffe,Bay St,John Stathman,2 years ago,5,We tried the fabulous fresh orang juice with a shot of espresso. It is really a different experience and taste. Boost your power and feel fresh by trying it.,pos,en,"['try', 'fabulous', 'fresh', 'orang', 'juice', 'shoot', 'espresso', 'different', 'experience', 'taste', 'boost', 'power', 'feel', 'fresh', 'try']",try fabulous fresh orang juice shoot espresso different experience taste boost power feel fresh try
1989,White Rabbit Caffe,Bay St,Erin Zeiadin,2 years ago,5,Unbelievable coffee that I will drive across the city for. The owner is incredibly knowledgeable and the nicest person to chat with. Can't go wrong with  any drink or food option here!,pos,en,"['unbelievable', 'coffee', 'drive', 'city', 'owner', 'incredibly', 'knowledgeable', 'nice', 'person', 'chat', 'wrong', 'drink', 'food', 'option']",unbelievable coffee drive city owner incredibly knowledgeable nice person chat wrong drink food option
1990,White Rabbit Caffe,Bay St,Vlada Laryna,2 years ago,5,The best coffee in Toronto,pos,en,"['good', 'coffee', 'toronto']",good coffee toronto
1991,White Rabbit Caffe,Bay St,alex salavarrieta,2 years ago,5,The coffee and service are exceptional great place to be at any time of the day @chicsophistic and @ok_kovtun recommend it 10 starts,pos,en,"['coffee', 'service', 'exceptional', 'great', 'place', 'time', 'day', 'chicsophistic', 'ok', 'kovtun', 'recommend', 'start']",coffee service exceptional great place time day chicsophistic ok kovtun recommend start
1992,White Rabbit Caffe,Bay St,Annette Boissonneault,2 years ago,5,"Thanks to be open!
And on top of that offer a great Cappucino!!
Will be back!!☕",pos,en,"['thank', 'open', 'offer', 'great', 'cappucino']",thank open offer great cappucino
1993,White Rabbit Caffe,Bay St,Jenna Brown,2 years ago,5,"They make the BEST oat milk latte in the city and have lots of vegan options, which are DELICIOUS! Always great service from the owner, and is a beautiful spot to sit and work or catch up with friends",pos,en,"['good', 'oat', 'milk', 'latte', 'city', 'lot', 'vegan', 'option', 'delicious', 'great', 'service', 'owner', 'beautiful', 'spot', 'sit', 'work', 'catch', 'friend']",good oat milk latte city lot vegan option delicious great service owner beautiful spot sit work catch friend
1994,White Rabbit Caffe,Bay St,Ishrat Trishna,2 years ago,5,"This is an exceptional little cafe! The cozy and welcoming decor is what drew me in on a grey, windy day. The owner is fun to chat with and the drinks were phenomenal. I had a latte and my husband had a hit chocolate and both were top notch! I'm so excited to be a patron here hopefully for a long time to come.",pos,en,"['exceptional', 'little', 'cafe', 'cozy', 'welcome', 'decor', 'draw', 'grey', 'windy', 'day', 'owner', 'fun', 'chat', 'drink', 'phenomenal', 'latte', 'husband', 'hit', 'chocolate', 'notch', 'excited', 'patron', 'hopefully', 'long', 'time', 'come']",exceptional little cafe cozy welcome decor draw grey windy day owner fun chat drink phenomenal latte husband hit chocolate notch excited patron hopefully long time come
1995,White Rabbit Caffe,Bay St,Pranay Garg,2 years ago,5,"White rabbit is the place to be! I love the coffee here. Amazing coffee, fresh ingredients. Unlike many popular chains the shop uses real ground coffee instead of chocolate syrups for mocha and it has quickly become my favourite. I have also grown a liking to pistachio latte, a coffee with notes of pistachio mixed in latte and a wonderful aftertaste. Wether you need your daily coffee fix or looking to elevate your experience of drinking coffee, white rabbit is your place!",pos,en,"['white', 'rabbit', 'place', 'love', 'coffee', 'amazing', 'coffee', 'fresh', 'ingredient', 'unlike', 'popular', 'chain', 'shop', 'use', 'real', 'ground', 'coffee', 'instead', 'chocolate', 'syrup', 'mocha', 'quickly', 'favourite', 'grown', 'like', 'pistachio', 'latte', 'coffee', 'note', 'pistachio', 'mixed', 'latte', 'wonderful', 'aftertaste', 'wether', 'need', 'daily', 'coffee', 'fix', 'look', 'elevate', 'experience', 'drink', 'coffee', 'white', 'rabbit', 'place']",white rabbit place love coffee amazing coffee fresh ingredient unlike popular chain shop use real ground coffee instead chocolate syrup mocha quickly favourite grown like pistachio latte coffee note pistachio mixed latte wonderful aftertaste wether need daily coffee fix look elevate experience drink coffee white rabbit place
1996,White Rabbit Caffe,Bay St,Ben,2 years ago,5,"The owner and staff are the nicest people!
Products 5/5
Quality 5/5
Vibe 5/5",pos,en,"['owner', 'staff', 'nice', 'people', 'product', 'quality', 'vibe']",owner staff nice people product quality vibe
1997,White Rabbit Caffe,Bay St,AJ Brown,2 years ago,5,A lovely little coffee shop,pos,en,"['lovely', 'little', 'coffee', 'shop']",lovely little coffee shop
